text,response,timestamp
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05350899696350098
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06882691383361816
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05353903770446777
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.07360267639160156
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05241227149963379
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.053359031677246094
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.051206111907958984
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.056707143783569336
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06950616836547852
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05292201042175293
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05778932571411133
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05490303039550781
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.08941078186035156
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05796980857849121
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06737184524536133
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.07391619682312012
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.058609962463378906
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.07988190650939941
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05968308448791504
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05218219757080078
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.0668332576751709
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05496406555175781
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06854128837585449
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05796098709106445
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.055033206939697266
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06769895553588867
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06659197807312012
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.0521090030670166
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05235576629638672
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.052377939224243164
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06667494773864746
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05145096778869629
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.0534663200378418
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06850385665893555
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06802892684936523
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.053663015365600586
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.052681922912597656
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06673884391784668
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.051782846450805664
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06766796112060547
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06762075424194336
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.052117109298706055
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.051095008850097656
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.07230114936828613
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05204129219055176
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.052171945571899414
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.053015947341918945
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06956195831298828
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05114865303039551
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.07191205024719238
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05557513236999512
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05191612243652344
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06801605224609375
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06877899169921875
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.0694270133972168
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05729317665100098
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.07185626029968262
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.053785085678100586
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06933212280273438
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05392599105834961
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.06542110443115234
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.052117109298706055
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.054422855377197266
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05558609962463379
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05207085609436035
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.051421165466308594
Aliens have landed on Earth and are taking over the government.,{'prediction': 'FAKE'},0.05349087715148926
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05719614028930664
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05506420135498047
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.23159575462341309
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05672788619995117
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07033395767211914
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05260324478149414
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0510098934173584
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05210399627685547
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.08037900924682617
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.08481693267822266
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.058836936950683594
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07029891014099121
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.052983999252319336
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05702090263366699
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05894207954406738
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05985307693481445
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05120396614074707
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.052404165267944336
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053407907485961914
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05394315719604492
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05648303031921387
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05589866638183594
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05957603454589844
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0696268081665039
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053955078125
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05179095268249512
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0555117130279541
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06690406799316406
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05502796173095703
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05592012405395508
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05177021026611328
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.051210880279541016
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05565214157104492
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053612709045410156
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07059097290039062
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06364607810974121
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053067922592163086
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06737112998962402
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06584286689758301
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05238485336303711
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053089141845703125
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06750702857971191
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06396007537841797
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.052310943603515625
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06615400314331055
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06400203704833984
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05317807197570801
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05093789100646973
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05475020408630371
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05121779441833496
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06604599952697754
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07154607772827148
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06788420677185059
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05501198768615723
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.055069923400878906
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.10072016716003418
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06885910034179688
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06753373146057129
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06544017791748047
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06803202629089355
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.051061153411865234
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05223989486694336
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05252814292907715
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.2271270751953125
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053819894790649414
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.053240060806274414
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0549771785736084
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05620002746582031
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06158804893493652
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0528559684753418
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05640983581542969
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05280327796936035
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05329394340515137
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06862592697143555
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.051271915435791016
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05065011978149414
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0738067626953125
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06781816482543945
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05956292152404785
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.057832956314086914
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.0520777702331543
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06822395324707031
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.051094770431518555
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06802701950073242
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.056114912033081055
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05238986015319824
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06555795669555664
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07178235054016113
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.050798892974853516
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07027578353881836
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06831884384155273
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07110309600830078
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05449390411376953
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05335807800292969
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.07205796241760254
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.06808328628540039
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05705380439758301
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05376625061035156
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.057150840759277344
A new study claims that drinking coffee cures cancer.,{'prediction': 'FAKE'},0.05229306221008301
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.052336931228637695
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.060276031494140625
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05453610420227051
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06683015823364258
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0552370548248291
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06638193130493164
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0671989917755127
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.052883148193359375
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0657339096069336
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06627798080444336
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05228376388549805
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.051979780197143555
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06970715522766113
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05171990394592285
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06879878044128418
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.052536964416503906
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05480194091796875
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06822085380554199
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0504610538482666
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.058769941329956055
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06668686866760254
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06619429588317871
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05452275276184082
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06881594657897949
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.054322004318237305
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05482602119445801
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.07294011116027832
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06786203384399414
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06144523620605469
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06898880004882812
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05301403999328613
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05196380615234375
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05215096473693848
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06682872772216797
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0562288761138916
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.059107065200805664
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05166912078857422
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05271410942077637
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05157303810119629
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05195188522338867
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05287313461303711
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05297708511352539
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05155491828918457
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06741809844970703
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0670630931854248
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06728172302246094
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06674408912658691
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06856989860534668
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.053320884704589844
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.07627296447753906
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05637025833129883
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0700068473815918
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06596684455871582
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05377197265625
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.054781198501586914
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05126619338989258
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0826108455657959
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06781792640686035
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05332589149475098
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05342888832092285
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05144190788269043
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05222511291503906
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06812214851379395
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05143904685974121
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.052757978439331055
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.052143096923828125
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.054850101470947266
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.054284095764160156
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05343794822692871
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06777405738830566
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06962323188781738
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05716419219970703
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05260610580444336
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05323004722595215
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05293416976928711
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06879401206970215
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06820392608642578
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05319714546203613
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05861806869506836
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06614899635314941
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05185723304748535
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.057121992111206055
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05257987976074219
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05238509178161621
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05821490287780762
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06752204895019531
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05231070518493652
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.07139301300048828
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.0530858039855957
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.07072114944458008
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06990289688110352
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06940507888793945
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.08410096168518066
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.07659125328063965
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05331611633300781
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05384421348571777
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.06821680068969727
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05310201644897461
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05479574203491211
"The stock market reached an all-time high today, reflecting economic growth.",{'prediction': 'FAKE'},0.05283188819885254
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05152082443237305
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05324435234069824
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.0545201301574707
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05194592475891113
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.0517277717590332
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.0522003173828125
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.0572810173034668
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.06915974617004395
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05424165725708008
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.06751418113708496
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.06877803802490234
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05609607696533203
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.052047014236450195
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05349993705749512
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.07584786415100098
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.052603960037231445
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.057962894439697266
Local community center is offering free meals to those in need this winter.,{'prediction': 'FAKE'},0.05355691909790039
